2017-09-19T20:29:26.247625+00:00 app[web.1]:  2017-09-19 20:29:26,247 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@105189a]
2017-09-19T20:32:14.140927+00:00 app[web.1]:  2017-09-19 20:32:14,140 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@51a7b218] for JPA transaction
2017-09-19T20:32:14.141116+00:00 app[web.1]:  2017-09-19 20:32:14,141 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@36f91300]
2017-09-19T20:32:14.161211+00:00 app[web.1]:  2017-09-19 20:32:14,161 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.161217+00:00 app[web.1]:  2017-09-19 20:32:14,161 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@51a7b218]
2017-09-19T20:32:14.162283+00:00 app[web.1]:  2017-09-19 20:32:14,162 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.162406+00:00 app[web.1]:  2017-09-19 20:32:14,162 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@51a7b218] after transaction
2017-09-19T20:32:14.162413+00:00 app[web.1]:  2017-09-19 20:32:14,162 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.167840+00:00 app[web.1]:  2017-09-19 20:32:14,167 [DEBUG ] BasicAuthenticationFilter - Authentication success: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@e0901fd6: Principal: org.springframework.security.core.userdetails.User@d09373ce: Username: 531b3696-68e6-4738-974c-211f30e8a3ef; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: ROLE_CLIENT; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@ffff8868: RemoteIpAddress: 10.84.188.241; SessionId: null; Granted Authorities: ROLE_CLIENT
2017-09-19T20:32:14.167842+00:00 app[web.1]:  2017-09-19 20:32:14,167 [DEBUG ] FilterChainProxy - /token at position 6 of 10 in additional filter chain; firing Filter: 'ClientCredentialsTokenEndpointFilter'
2017-09-19T20:32:14.167843+00:00 app[web.1]:  2017-09-19 20:32:14,167 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/token'; against '/revoke'
2017-09-19T20:32:14.167844+00:00 app[web.1]:  2017-09-19 20:32:14,167 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/token'; against '/introspect'
2017-09-19T20:32:14.167844+00:00 app[web.1]:  2017-09-19 20:32:14,167 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/token'; against '/token'
2017-09-19T20:32:14.167848+00:00 app[web.1]:  2017-09-19 20:32:14,167 [DEBUG ] ClientCredentialsTokenEndpointFilter - Request is to process authentication
2017-09-19T20:32:14.167910+00:00 app[web.1]:  2017-09-19 20:32:14,167 [DEBUG ] ClientCredentialsTokenEndpointFilter - Authentication success. Updating SecurityContextHolder to contain: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@e0901fd6: Principal: org.springframework.security.core.userdetails.User@d09373ce: Username: 531b3696-68e6-4738-974c-211f30e8a3ef; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: ROLE_CLIENT; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@ffff8868: RemoteIpAddress: 10.84.188.241; SessionId: null; Granted Authorities: ROLE_CLIENT
2017-09-19T20:32:14.168021+00:00 app[web.1]:  2017-09-19 20:32:14,167 [DEBUG ] FilterChainProxy - /token at position 7 of 10 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
2017-09-19T20:32:14.168023+00:00 app[web.1]:  2017-09-19 20:32:14,167 [DEBUG ] FilterChainProxy - /token at position 8 of 10 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
2017-09-19T20:32:14.168026+00:00 app[web.1]:  2017-09-19 20:32:14,168 [DEBUG ] AnonymousAuthenticationFilter - SecurityContextHolder not populated with anonymous token, as it already contained: 'org.springframework.security.authentication.UsernamePasswordAuthenticationToken@e0901fd6: Principal: org.springframework.security.core.userdetails.User@d09373ce: Username: 531b3696-68e6-4738-974c-211f30e8a3ef; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: ROLE_CLIENT; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@ffff8868: RemoteIpAddress: 10.84.188.241; SessionId: null; Granted Authorities: ROLE_CLIENT'
2017-09-19T20:32:14.168057+00:00 app[web.1]:  2017-09-19 20:32:14,168 [DEBUG ] FilterChainProxy - /token at position 9 of 10 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
2017-09-19T20:32:14.168060+00:00 app[web.1]:  2017-09-19 20:32:14,168 [DEBUG ] FilterChainProxy - /token at position 10 of 10 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
2017-09-19T20:32:14.168185+00:00 app[web.1]:  2017-09-19 20:32:14,168 [DEBUG ] AntPathRequestMatcher - Request 'POST /token' doesn't match 'OPTIONS /token
2017-09-19T20:32:14.168204+00:00 app[web.1]:  2017-09-19 20:32:14,168 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/token'; against '/token'
2017-09-19T20:32:14.168250+00:00 app[web.1]:  2017-09-19 20:32:14,168 [DEBUG ] FilterSecurityInterceptor - Secure object: FilterInvocation: URL: /token; Attributes: [isAuthenticated()]
2017-09-19T20:32:14.168306+00:00 app[web.1]:  2017-09-19 20:32:14,168 [DEBUG ] FilterSecurityInterceptor - Previously Authenticated: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@e0901fd6: Principal: org.springframework.security.core.userdetails.User@d09373ce: Username: 531b3696-68e6-4738-974c-211f30e8a3ef; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: ROLE_CLIENT; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@ffff8868: RemoteIpAddress: 10.84.188.241; SessionId: null; Granted Authorities: ROLE_CLIENT
2017-09-19T20:32:14.168466+00:00 app[web.1]:  2017-09-19 20:32:14,168 [DEBUG ] AffirmativeBased - Voter: org.springframework.security.web.access.expression.WebExpressionVoter@5342db02, returned: 1
2017-09-19T20:32:14.168520+00:00 app[web.1]:  2017-09-19 20:32:14,168 [DEBUG ] FilterSecurityInterceptor - Authorization successful
2017-09-19T20:32:14.168536+00:00 app[web.1]:  2017-09-19 20:32:14,168 [DEBUG ] FilterSecurityInterceptor - RunAsManager did not change Authentication object
2017-09-19T20:32:14.168567+00:00 app[web.1]:  2017-09-19 20:32:14,168 [DEBUG ] FilterChainProxy - /token reached end of additional filter chain; proceeding with original chain
2017-09-19T20:32:14.168639+00:00 app[web.1]:  2017-09-19 20:32:14,168 [DEBUG ] DispatcherServlet - DispatcherServlet with name 'spring' processing POST request for [/token]
2017-09-19T20:32:14.168743+00:00 app[web.1]:  2017-09-19 20:32:14,168 [DEBUG ] RequestMappingHandlerMapping - Looking up handler method for path /token
2017-09-19T20:32:14.172410+00:00 app[web.1]:  2017-09-19 20:32:14,172 [DEBUG ] RequestMappingHandlerMapping - Did not find handler method for [/token]
2017-09-19T20:32:14.172535+00:00 app[web.1]:  2017-09-19 20:32:14,172 [DEBUG ] FrameworkEndpointHandlerMapping - Looking up handler method for path /token
2017-09-19T20:32:14.172684+00:00 app[web.1]:  2017-09-19 20:32:14,172 [DEBUG ] FrameworkEndpointHandlerMapping - Returning handler method [public org.springframework.http.ResponseEntity<org.springframework.security.oauth2.common.OAuth2AccessToken> org.springframework.security.oauth2.provider.endpoint.TokenEndpoint.getAccessToken(java.security.Principal,java.util.Map<java.lang.String, java.lang.String>)]
2017-09-19T20:32:14.174326+00:00 app[web.1]:  2017-09-19 20:32:14,174 [INFO  ] UserInfoInterceptor - Authenifcation org.springframework.security.authentication.UsernamePasswordAuthenticationToken null ,true531b3696-68e6-4738-974c-211f30e8a3eforg.springframework.security.web.authentication.WebAuthenticationDetails@ffff8868: RemoteIpAddress: 10.84.188.241; SessionId: null
2017-09-19T20:32:14.174542+00:00 app[web.1]:  2017-09-19 20:32:14,174 [DEBUG ] SharedEntityManagerCreator$SharedEntityManagerInvocationHandler - Creating new EntityManager for shared EntityManager invocation
2017-09-19T20:32:14.178930+00:00 app[web.1]:  2017-09-19 20:32:14,178 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.179402+00:00 app[web.1]:  2017-09-19 20:32:14,179 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaOAuth2ClientRepository.getClientByClientId]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.179478+00:00 app[web.1]:  2017-09-19 20:32:14,179 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@70e0f89b] for JPA transaction
2017-09-19T20:32:14.179562+00:00 app[web.1]:  2017-09-19 20:32:14,179 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@3751ffe]
2017-09-19T20:32:14.192821+00:00 app[web.1]:  2017-09-19 20:32:14,192 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.192824+00:00 app[web.1]:  2017-09-19 20:32:14,192 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@70e0f89b]
2017-09-19T20:32:14.193928+00:00 app[web.1]:  2017-09-19 20:32:14,193 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.194221+00:00 app[web.1]:  2017-09-19 20:32:14,194 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@70e0f89b] after transaction
2017-09-19T20:32:14.194223+00:00 app[web.1]:  2017-09-19 20:32:14,194 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.194338+00:00 app[web.1]:  2017-09-19 20:32:14,194 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaOAuth2ClientRepository.getClientByClientId]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.194390+00:00 app[web.1]:  2017-09-19 20:32:14,194 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@71da4e42] for JPA transaction
2017-09-19T20:32:14.194510+00:00 app[web.1]:  2017-09-19 20:32:14,194 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@5a7b3568]
2017-09-19T20:32:14.257864+00:00 app[web.1]:  2017-09-19 20:32:14,257 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.257871+00:00 app[web.1]:  2017-09-19 20:32:14,257 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@71da4e42]
2017-09-19T20:32:14.258776+00:00 app[web.1]:  2017-09-19 20:32:14,258 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.258914+00:00 app[web.1]:  2017-09-19 20:32:14,258 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@71da4e42] after transaction
2017-09-19T20:32:14.258915+00:00 app[web.1]:  2017-09-19 20:32:14,258 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.259094+00:00 app[web.1]:  2017-09-19 20:32:14,259 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.259151+00:00 app[web.1]:  2017-09-19 20:32:14,259 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@66c0159c] for JPA transaction
2017-09-19T20:32:14.259247+00:00 app[web.1]:  2017-09-19 20:32:14,259 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@20572a56]
2017-09-19T20:32:14.260542+00:00 app[web.1]:  2017-09-19 20:32:14,260 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.260545+00:00 app[web.1]:  2017-09-19 20:32:14,260 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@66c0159c]
2017-09-19T20:32:14.261350+00:00 app[web.1]:  2017-09-19 20:32:14,261 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.261440+00:00 app[web.1]:  2017-09-19 20:32:14,261 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@66c0159c] after transaction
2017-09-19T20:32:14.261443+00:00 app[web.1]:  2017-09-19 20:32:14,261 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.261553+00:00 app[web.1]:  2017-09-19 20:32:14,261 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.261581+00:00 app[web.1]:  2017-09-19 20:32:14,261 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@6a447ca1] for JPA transaction
2017-09-19T20:32:14.261650+00:00 app[web.1]:  2017-09-19 20:32:14,261 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@7358fe25]
2017-09-19T20:32:14.262826+00:00 app[web.1]:  2017-09-19 20:32:14,262 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.262849+00:00 app[web.1]:  2017-09-19 20:32:14,262 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@6a447ca1]
2017-09-19T20:32:14.263692+00:00 app[web.1]:  2017-09-19 20:32:14,263 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.263778+00:00 app[web.1]:  2017-09-19 20:32:14,263 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@6a447ca1] after transaction
2017-09-19T20:32:14.263780+00:00 app[web.1]:  2017-09-19 20:32:14,263 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.263921+00:00 app[web.1]:  2017-09-19 20:32:14,263 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.264002+00:00 app[web.1]:  2017-09-19 20:32:14,263 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@25fe7e27] for JPA transaction
2017-09-19T20:32:14.264069+00:00 app[web.1]:  2017-09-19 20:32:14,264 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@1163156b]
2017-09-19T20:32:14.265229+00:00 app[web.1]:  2017-09-19 20:32:14,265 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.265231+00:00 app[web.1]:  2017-09-19 20:32:14,265 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@25fe7e27]
2017-09-19T20:32:14.265958+00:00 app[web.1]:  2017-09-19 20:32:14,265 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.266027+00:00 app[web.1]:  2017-09-19 20:32:14,265 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@25fe7e27] after transaction
2017-09-19T20:32:14.266028+00:00 app[web.1]:  2017-09-19 20:32:14,266 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.266109+00:00 app[web.1]:  2017-09-19 20:32:14,266 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.266139+00:00 app[web.1]:  2017-09-19 20:32:14,266 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@47c3a2e] for JPA transaction
2017-09-19T20:32:14.266209+00:00 app[web.1]:  2017-09-19 20:32:14,266 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@d3daf87]
2017-09-19T20:32:14.270147+00:00 app[web.1]:  2017-09-19 20:32:14,270 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.270170+00:00 app[web.1]:  2017-09-19 20:32:14,270 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@47c3a2e]
2017-09-19T20:32:14.275749+00:00 app[web.1]:  2017-09-19 20:32:14,275 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.275848+00:00 app[web.1]:  2017-09-19 20:32:14,275 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@47c3a2e] after transaction
2017-09-19T20:32:14.275870+00:00 app[web.1]:  2017-09-19 20:32:14,275 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.276015+00:00 app[web.1]:  2017-09-19 20:32:14,275 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.276040+00:00 app[web.1]:  2017-09-19 20:32:14,276 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@51a555b1] for JPA transaction
2017-09-19T20:32:14.276116+00:00 app[web.1]:  2017-09-19 20:32:14,276 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@31048995]
2017-09-19T20:32:14.277870+00:00 app[web.1]:  2017-09-19 20:32:14,277 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.277874+00:00 app[web.1]:  2017-09-19 20:32:14,277 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@51a555b1]
2017-09-19T20:32:14.278808+00:00 app[web.1]:  2017-09-19 20:32:14,278 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.278874+00:00 app[web.1]:  2017-09-19 20:32:14,278 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@51a555b1] after transaction
2017-09-19T20:32:14.278875+00:00 app[web.1]:  2017-09-19 20:32:14,278 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.278983+00:00 app[web.1]:  2017-09-19 20:32:14,278 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.279099+00:00 app[web.1]:  2017-09-19 20:32:14,278 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@11949403] for JPA transaction
2017-09-19T20:32:14.279185+00:00 app[web.1]:  2017-09-19 20:32:14,279 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@449ef85]
2017-09-19T20:32:14.280633+00:00 app[web.1]:  2017-09-19 20:32:14,280 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.280655+00:00 app[web.1]:  2017-09-19 20:32:14,280 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@11949403]
2017-09-19T20:32:14.286058+00:00 app[web.1]:  2017-09-19 20:32:14,286 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.286272+00:00 app[web.1]:  2017-09-19 20:32:14,286 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@11949403] after transaction
2017-09-19T20:32:14.286293+00:00 app[web.1]:  2017-09-19 20:32:14,286 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.286474+00:00 app[web.1]:  2017-09-19 20:32:14,286 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.286527+00:00 app[web.1]:  2017-09-19 20:32:14,286 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@5d580c66] for JPA transaction
2017-09-19T20:32:14.287208+00:00 app[web.1]:  2017-09-19 20:32:14,287 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@1626e58f]
2017-09-19T20:32:14.291934+00:00 app[web.1]:  2017-09-19 20:32:14,291 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.291960+00:00 app[web.1]:  2017-09-19 20:32:14,291 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@5d580c66]
2017-09-19T20:32:14.292876+00:00 app[web.1]:  2017-09-19 20:32:14,292 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.292968+00:00 app[web.1]:  2017-09-19 20:32:14,292 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@5d580c66] after transaction
2017-09-19T20:32:14.292971+00:00 app[web.1]:  2017-09-19 20:32:14,292 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.293098+00:00 app[web.1]:  2017-09-19 20:32:14,293 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.293143+00:00 app[web.1]:  2017-09-19 20:32:14,293 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@6d9ff8a4] for JPA transaction
2017-09-19T20:32:14.293235+00:00 app[web.1]:  2017-09-19 20:32:14,293 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@4c347205]
2017-09-19T20:32:14.294349+00:00 app[web.1]:  2017-09-19 20:32:14,294 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.294353+00:00 app[web.1]:  2017-09-19 20:32:14,294 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@6d9ff8a4]
2017-09-19T20:32:14.297298+00:00 app[web.1]:  2017-09-19 20:32:14,297 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.297476+00:00 app[web.1]:  2017-09-19 20:32:14,297 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@6d9ff8a4] after transaction
2017-09-19T20:32:14.297481+00:00 app[web.1]:  2017-09-19 20:32:14,297 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.297722+00:00 app[web.1]:  2017-09-19 20:32:14,297 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.297765+00:00 app[web.1]:  2017-09-19 20:32:14,297 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@66588701] for JPA transaction
2017-09-19T20:32:14.297960+00:00 app[web.1]:  2017-09-19 20:32:14,297 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@9136595]
2017-09-19T20:32:14.307611+00:00 app[web.1]:  2017-09-19 20:32:14,307 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.307637+00:00 app[web.1]:  2017-09-19 20:32:14,307 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@66588701]
2017-09-19T20:32:14.308859+00:00 app[web.1]:  2017-09-19 20:32:14,308 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
